run_id,feature_version,zone_id,total_pickups,mean_pickup_count,variance_pickup_count,coeff_variation,zero_demand_ratio,peak_hour_concentration,intraday_periodicity_score,weekly_periodicity_score,seasonality_strength_index,data_start_ts,data_end_ts,created_at
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,245,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,38,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,172,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,103,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,206,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,204,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,203,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,44,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,201,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
992c6fbf-67cf-40ec-9760-bb93f3cd324d,v1,46,0,0.0,0.0,,1.0,0.0,,,,2024-01-01 00:00:00+00:00,2024-01-02 00:00:00+00:00,2026-02-13 20:15:45.250371+00:00
