zone_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.25,0.25,0.07142857142857142,0.10714285714285714,0.14285714285714285,0.03571428571428571,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.8214285714285714,0.7857142857142857,1.0714285714285714,0.5714285714285714,0.35714285714285715,0.10714285714285714,0.10714285714285714,0.07142857142857142,0.32142857142857145,0.21428571428571427,0.10714285714285714,0.07142857142857142,0.14285714285714285,0.17857142857142858,0.17857142857142858,0.10714285714285714,0.0,0.25,0.07142857142857142,0.10714285714285714,0.07142857142857142,0.07142857142857142,0.25,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.03571428571428571,0.07142857142857142,0.32142857142857145,0.25,0.25,0.07142857142857142,0.2857142857142857,0.03571428571428571,0.2857142857142857,0.4642857142857143,0.10714285714285714,0.21428571428571427,0.25,0.21428571428571427,0.32142857142857145,0.2857142857142857,0.5,0.10714285714285714,0.07142857142857142,0.10714285714285714,0.07142857142857142,0.17857142857142858,0.03571428571428571,0.14285714285714285
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0
10,0.0,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.25,0.17857142857142858,0.17857142857142858,0.10714285714285714,0.07142857142857142,0.10714285714285714,0.10714285714285714,0.25,0.10714285714285714,0.39285714285714285,0.7142857142857143,0.17857142857142858,0.07142857142857142,0.32142857142857145,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.10714285714285714
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
12,0.10714285714285714,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858,0.39285714285714285,0.6071428571428571,1.3214285714285714,0.5714285714285714,0.8214285714285714,1.0357142857142858,0.6071428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
13,0.42857142857142855,0.5357142857142857,0.10714285714285714,0.07142857142857142,0.07142857142857142,0.25,0.32142857142857145,0.9285714285714286,1.7142857142857142,1.5714285714285714,1.6071428571428572,2.7857142857142856,2.75,3.5,4.071428571428571,3.7142857142857144,3.4642857142857144,3.5357142857142856,1.7142857142857142,1.5,0.8214285714285714,0.42857142857142855,0.25,0.0
14,0.10714285714285714,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.0,0.07142857142857142,0.17857142857142858,0.10714285714285714,0.03571428571428571,0.10714285714285714,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.03571428571428571,0.14285714285714285,0.17857142857142858,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,0.17857142857142858,0.07142857142857142,0.14285714285714285,0.10714285714285714,0.03571428571428571,0.0,0.07142857142857142,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0
18,0.03571428571428571,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.03571428571428571,0.07142857142857142,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
20,0.03571428571428571,0.0,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.0,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.0,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
