run_id,feature_version,zone_id,total_pickups,mean_pickup_count,variance_pickup_count,coeff_variation,zero_demand_ratio,peak_hour_concentration,intraday_periodicity_score,weekly_periodicity_score,seasonality_strength_index,data_start_ts,data_end_ts,created_at
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,237,9652,3.3513888888888888,280.2842634402378,4.995449029015045,0.9392361111111112,0.0937629506837961,0.4266492873510539,-0.009353594625802951,0.025240176629211217,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,132,8365,2.904513888888889,203.46187610956727,4.910978862244834,0.9402777777777778,0.10113568439928272,0.38547605956184783,-0.009678130603136015,0.019769694343533296,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,236,8343,2.896875,216.32871548280644,5.07723575682464,0.940625,0.09756682248591633,0.44266801684354984,-0.009054676699622854,0.0276086656531137,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,79,7027,2.4399305555555557,189.82549773744725,5.646766218124247,0.9385416666666667,0.17916607371566814,0.31743590845054176,-0.007320285045343951,0.025564414211017263,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,161,6683,2.3204861111111112,133.7892293572228,4.984614800969008,0.9392361111111112,0.09666317522070926,0.4008056675550196,-0.009394299520008807,0.02319884737922387,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,186,6232,2.1638888888888888,108.12804600362779,4.805451744813223,0.9388888888888889,0.08825417201540436,0.4206263710248711,-0.010107858814678773,0.018570846901426154,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,162,6061,2.104513888888889,102.13669375458306,4.802187372204845,0.9392361111111112,0.08414453060551064,0.43975602326900104,-0.010121605480368286,0.022078963544497694,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,230,5754,1.9979166666666666,83.42271187912468,4.571563767779645,0.9388888888888889,0.08741744873131735,0.34116145002311427,-0.011168582179061604,0.011022399022543547,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,141,5693,1.976736111111111,84.0692745117903,4.63841875198561,0.9388888888888889,0.08852977340593711,0.41567322254529404,-0.010848949825206218,0.0178536321610561,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,142,5498,1.9090277777777778,101.07820954420914,5.266432503201718,0.9392361111111112,0.07639141506002183,0.20892059189486242,-0.008415783669330452,0.013492142176079996,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
