zone_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.008333333333333333,0.008333333333333333,0.025,0.008333333333333333,0.025,0.008333333333333333,0.025,0.008333333333333333,0.075,0.041666666666666664,0.041666666666666664,0.058333333333333334,0.03333333333333333,0.008333333333333333,0.016666666666666666,0.0,0.008333333333333333
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.65,1.0833333333333333,0.575,0.4583333333333333,0.10833333333333334,0.025,0.03333333333333333,0.016666666666666666,0.0,0.008333333333333333,0.041666666666666664,0.03333333333333333,0.041666666666666664,0.03333333333333333,0.075,0.05,0.06666666666666667,0.08333333333333333,0.19166666666666668,0.075,0.1,0.13333333333333333,0.1,0.175
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
7,0.016666666666666666,0.10833333333333334,0.025,0.05,0.09166666666666666,0.05,0.05,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.025,0.016666666666666666,0.016666666666666666,0.041666666666666664,0.06666666666666667,0.05,0.05,0.025,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.025,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333
10,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.03333333333333333,0.025,0.058333333333333334,0.05,0.016666666666666666,0.05,0.05,0.05,0.03333333333333333,0.03333333333333333,0.041666666666666664,0.025,0.008333333333333333,0.008333333333333333,0.0,0.025
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.016666666666666666,0.0,0.016666666666666666,0.058333333333333334,0.041666666666666664,0.025,0.075,0.058333333333333334,0.05,0.016666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0
13,0.11666666666666667,0.05,0.058333333333333334,0.008333333333333333,0.016666666666666666,0.008333333333333333,0.05,0.1,0.18333333333333332,0.23333333333333334,0.4583333333333333,0.4666666666666667,0.49166666666666664,0.4166666666666667,0.675,0.5083333333333333,0.49166666666666664,0.6083333333333333,0.325,0.3333333333333333,0.09166666666666666,0.16666666666666666,0.075,0.08333333333333333
14,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.008333333333333333,0.016666666666666666,0.0,0.016666666666666666,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.025,0.025,0.008333333333333333,0.0,0.008333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0,0.008333333333333333
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.016666666666666666,0.0,0.008333333333333333,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0
16,0.0,0.008333333333333333,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0
17,0.016666666666666666,0.06666666666666667,0.016666666666666666,0.0,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.016666666666666666,0.03333333333333333,0.041666666666666664,0.075,0.041666666666666664,0.03333333333333333,0.06666666666666667,0.025,0.03333333333333333,0.03333333333333333,0.075,0.025,0.016666666666666666,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.0
18,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.0,0.025,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.025,0.008333333333333333,0.0,0.008333333333333333,0.0,0.016666666666666666,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.0
19,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0
20,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.016666666666666666,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.025,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.008333333333333333,0.016666666666666666,0.0,0.008333333333333333,0.016666666666666666,0.0,0.008333333333333333,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.1,0.09166666666666666,0.10833333333333334,0.025,0.05,0.025,0.058333333333333334,0.10833333333333334,0.14166666666666666,0.2,0.20833333333333334,0.18333333333333332,0.23333333333333334,0.175,0.225,0.225,0.225,0.21666666666666667,0.23333333333333334,0.15,0.075,0.09166666666666666,0.08333333333333333,0.08333333333333333
25,0.008333333333333333,0.10833333333333334,0.06666666666666667,0.025,0.025,0.016666666666666666,0.016666666666666666,0.008333333333333333,0.016666666666666666,0.025,0.008333333333333333,0.041666666666666664,0.06666666666666667,0.08333333333333333,0.08333333333333333,0.03333333333333333,0.06666666666666667,0.075,0.03333333333333333,0.016666666666666666,0.03333333333333333,0.05,0.016666666666666666,0.016666666666666666
